id_mutation,date_mutation,valeur_fonciere,code_postal,nom_commune,type_local,surface_reelle_bati,nombre_pieces_principales,latitude,longitude,prix_m2
DVF0002401,2022-01-26,742000,75005,Paris,Appartement,51,1,48.843478,2.345689,14549.0
DVF0002402,2022-07-03,754000,75005,Paris,Appartement,65,2,48.841967,2.345353,11600.0
DVF0002403,2022-08-11,786000,75005,Paris,Appartement,66,2,48.842936,2.34864,11909.0
DVF0002404,2022-08-18,1228000,75005,Paris,Appartement,92,3,48.844404,2.355266,13348.0
DVF0002405,2022-03-04,1258000,75005,Paris,Appartement,108,3,48.848261,2.353526,11648.0
DVF0002406,2022-05-02,1128000,75005,Paris,Appartement,90,3,48.840577,2.357024,12533.0
DVF0002407,2022-06-24,835000,75005,Paris,Appartement,60,2,48.841948,2.346555,13917.0
DVF0002408,2022-12-15,302000,75005,Paris,Maison,23,1,48.843626,2.351322,13130.0
DVF0002409,2022-10-24,1730000,75005,Paris,Appartement,123,4,48.849987,2.344988,14065.0
DVF0002410,2022-11-10,755000,75005,Paris,Appartement,64,2,48.847941,2.353299,11797.0
DVF0002411,2022-09-18,373000,75005,Paris,Appartement,25,1,48.844754,2.346176,14920.0
DVF0002412,2022-09-02,598000,75005,Paris,Appartement,55,1,48.849814,2.344742,10873.0
DVF0002413,2022-12-21,1047000,75005,Paris,Appartement,87,3,48.842532,2.349213,12034.0
DVF0002414,2022-03-09,706000,75005,Paris,Maison,47,1,48.84769,2.347012,15021.0
DVF0002415,2022-12-26,432000,75005,Paris,Appartement,29,1,48.847812,2.345254,14897.0
DVF0002416,2022-09-03,687000,75005,Paris,Appartement,52,1,48.850311,2.348635,13212.0
DVF0002417,2022-06-09,672000,75005,Paris,Appartement,48,1,48.843343,2.344549,14000.0
DVF0002418,2022-08-20,1367000,75005,Paris,Appartement,97,3,48.847634,2.350105,14093.0
DVF0002419,2022-12-22,323000,75005,Paris,Appartement,23,1,48.844046,2.352811,14043.0
DVF0002420,2022-11-09,1017000,75005,Paris,Appartement,77,2,48.85069,2.354095,13208.0
DVF0002421,2022-09-17,1210000,75005,Paris,Appartement,78,2,48.849517,2.356187,15513.0
DVF0002422,2022-06-16,606000,75005,Paris,Appartement,39,1,48.847145,2.34566,15538.0
DVF0002423,2022-05-13,1237000,75005,Paris,Appartement,88,3,48.842991,2.355143,14057.0
DVF0002424,2022-12-09,1216000,75005,Paris,Appartement,79,2,48.8423,2.345651,15392.0
DVF0002425,2022-03-17,1050000,75005,Paris,Appartement,77,2,48.843026,2.351752,13636.0
DVF0002426,2022-08-01,1437000,75005,Paris,Appartement,103,3,48.844903,2.355237,13951.0
DVF0002427,2022-09-02,756000,75005,Paris,Maison,58,2,48.84874,2.351599,13034.0
DVF0002428,2022-01-06,352000,75005,Paris,Appartement,24,1,48.84296,2.356245,14667.0
DVF0002429,2022-07-04,1067000,75005,Paris,Appartement,82,2,48.840744,2.344217,13012.0
DVF0002430,2022-11-16,1064000,75005,Paris,Appartement,79,2,48.848778,2.345504,13468.0
DVF0002431,2022-02-10,619000,75005,Paris,Appartement,49,1,48.840941,2.353943,12633.0
DVF0002432,2022-11-03,1698000,75005,Paris,Maison,109,3,48.847276,2.354372,15578.0
DVF0002433,2022-09-21,690000,75005,Paris,Appartement,48,1,48.841859,2.348208,14375.0
DVF0002434,2022-02-02,814000,75005,Paris,Appartement,58,2,48.840244,2.354067,14034.0
DVF0002435,2022-03-01,1341000,75005,Paris,Maison,94,3,48.844641,2.355218,14266.0
DVF0002436,2022-02-11,1199000,75005,Paris,Maison,83,2,48.840435,2.353446,14446.0
DVF0002437,2022-02-01,738000,75005,Paris,Appartement,61,2,48.85106,2.349302,12098.0
DVF0002438,2022-04-10,878000,75005,Paris,Appartement,62,2,48.840219,2.350058,14161.0
DVF0002439,2022-10-09,1094000,75005,Paris,Appartement,72,2,48.849469,2.350372,15194.0
DVF0002440,2022-04-14,539000,75005,Paris,Appartement,40,1,48.845236,2.346632,13475.0
DVF0002441,2022-10-13,973000,75005,Paris,Appartement,72,2,48.842112,2.352297,13514.0
DVF0002442,2022-09-17,721000,75005,Paris,Appartement,56,2,48.850972,2.351721,12875.0
DVF0002443,2022-10-03,1063000,75005,Paris,Appartement,81,2,48.844569,2.348994,13123.0
DVF0002444,2022-10-15,667000,75005,Paris,Appartement,45,1,48.850962,2.344127,14822.0
DVF0002445,2023-12-25,1168000,75005,Paris,Appartement,100,3,48.852059,2.350164,11680.0
DVF0002446,2023-03-13,1282000,75005,Paris,Maison,76,2,48.840376,2.357489,16868.0
DVF0002447,2023-10-12,1263000,75005,Paris,Appartement,80,2,48.851414,2.35697,15788.0
DVF0002448,2023-02-15,640000,75005,Paris,Appartement,51,1,48.84604,2.347871,12549.0
DVF0002449,2023-10-06,536000,75005,Paris,Appartement,43,1,48.849609,2.345152,12465.0
DVF0002450,2023-10-23,991000,75005,Paris,Appartement,80,2,48.847307,2.35696,12388.0
DVF0002451,2023-08-11,628000,75005,Paris,Appartement,45,1,48.846347,2.344842,13956.0
DVF0002452,2023-05-24,1577000,75005,Paris,Appartement,102,3,48.848977,2.34753,15461.0
DVF0002453,2023-08-27,710000,75005,Paris,Appartement,57,2,48.85022,2.348265,12456.0
DVF0002454,2023-03-28,332000,75005,Paris,Appartement,24,1,48.850636,2.350757,13833.0
DVF0002455,2023-02-21,554000,75005,Paris,Appartement,38,1,48.844992,2.356755,14579.0
DVF0002456,2023-03-07,670000,75005,Paris,Maison,53,1,48.850127,2.347698,12642.0
DVF0002457,2023-10-11,1007000,75005,Paris,Appartement,65,2,48.850849,2.356197,15492.0
DVF0002458,2023-09-06,284000,75005,Paris,Appartement,21,1,48.842131,2.347465,13524.0
DVF0002459,2023-07-18,287000,75005,Paris,Appartement,22,1,48.85129,2.354928,13045.0
DVF0002460,2023-09-21,519000,75005,Paris,Appartement,35,1,48.848576,2.357083,14829.0
DVF0002461,2023-03-28,640000,75005,Paris,Appartement,58,2,48.845766,2.355102,11034.0
DVF0002462,2023-02-24,548000,75005,Paris,Maison,41,1,48.850761,2.354214,13366.0
DVF0002463,2023-03-07,976000,75005,Paris,Appartement,65,2,48.840726,2.350273,15015.0
DVF0002464,2023-08-09,644000,75005,Paris,Appartement,58,2,48.851073,2.35542,11103.0
DVF0002465,2023-12-11,954000,75005,Paris,Appartement,76,2,48.84859,2.346978,12553.0
DVF0002466,2023-10-18,1131000,75005,Paris,Appartement,85,3,48.847077,2.355913,13306.0
DVF0002467,2023-08-25,793000,75005,Paris,Appartement,64,2,48.841587,2.355509,12391.0
DVF0002468,2023-03-16,1339000,75005,Paris,Appartement,99,3,48.842626,2.348152,13525.0
DVF0002469,2023-02-02,1251000,75005,Paris,Appartement,86,3,48.843294,2.344436,14547.0
DVF0002470,2023-11-06,1000000,75005,Paris,Appartement,77,2,48.841025,2.356294,12987.0
DVF0002471,2023-05-17,1342000,75005,Paris,Appartement,105,3,48.849367,2.355334,12781.0
DVF0002472,2023-05-18,498000,75005,Paris,Appartement,44,1,48.845425,2.354235,11318.0
DVF0002473,2023-05-10,1235000,75005,Paris,Appartement,78,2,48.851371,2.350847,15833.0
DVF0002474,2023-11-28,546000,75005,Paris,Appartement,45,1,48.843775,2.35661,12133.0
DVF0002475,2023-08-09,659000,75005,Paris,Appartement,50,1,48.848656,2.349309,13180.0
DVF0002476,2023-07-06,640000,75005,Paris,Appartement,50,1,48.842672,2.346359,12800.0
DVF0002477,2023-06-04,607000,75005,Paris,Appartement,39,1,48.84071,2.352605,15564.0
DVF0002478,2023-04-04,836000,75005,Paris,Appartement,60,2,48.851613,2.357755,13933.0
DVF0002479,2023-11-01,1333000,75005,Paris,Appartement,116,4,48.841908,2.355076,11491.0
DVF0002480,2023-12-06,836000,75005,Paris,Appartement,74,2,48.842218,2.344133,11297.0
DVF0002481,2023-05-23,1395000,75005,Paris,Appartement,111,3,48.851486,2.353356,12568.0
DVF0002482,2023-06-26,827000,75005,Paris,Maison,62,2,48.849727,2.351722,13339.0
DVF0002483,2023-12-02,319000,75005,Paris,Appartement,21,1,48.841147,2.345354,15190.0
DVF0002484,2023-06-26,1898000,75005,Paris,Appartement,123,4,48.848056,2.35341,15431.0
DVF0002485,2023-08-10,1268000,75005,Paris,Appartement,100,3,48.840726,2.355487,12680.0
DVF0002486,2023-08-20,1119000,75005,Paris,Appartement,74,2,48.846809,2.356831,15122.0
DVF0002487,2023-04-22,1104000,75005,Paris,Appartement,78,2,48.849212,2.344721,14154.0
DVF0002488,2023-04-10,744000,75005,Paris,Appartement,52,1,48.849474,2.343971,14308.0
DVF0002489,2023-03-02,470000,75005,Paris,Appartement,38,1,48.850739,2.349798,12368.0
DVF0002490,2023-02-18,1515000,75005,Paris,Appartement,122,4,48.843799,2.352388,12418.0
DVF0002491,2023-10-20,1356000,75005,Paris,Appartement,107,3,48.850903,2.357238,12673.0
DVF0002492,2023-11-19,1606000,75005,Paris,Appartement,104,3,48.844286,2.34444,15442.0
DVF0002493,2023-10-19,329000,75005,Paris,Appartement,21,1,48.840357,2.344069,15667.0
DVF0002494,2023-12-15,506000,75005,Paris,Appartement,37,1,48.84593,2.344417,13676.0
DVF0002495,2023-12-22,1441000,75005,Paris,Appartement,107,3,48.841704,2.356257,13467.0
DVF0002496,2023-10-23,821000,75005,Paris,Appartement,66,2,48.851758,2.34905,12439.0
DVF0002497,2023-03-11,530000,75005,Paris,Appartement,40,1,48.844137,2.346852,13250.0
DVF0002498,2023-07-11,241000,75005,Paris,Appartement,20,1,48.843261,2.356384,12050.0
DVF0002499,2023-10-02,773000,75005,Paris,Appartement,63,2,48.847733,2.353061,12270.0
DVF0002500,2023-05-11,654000,75005,Paris,Appartement,44,1,48.850472,2.344776,14864.0
DVF0002501,2023-07-27,863000,75005,Paris,Appartement,61,2,48.848321,2.348786,14148.0
DVF0002502,2023-07-17,1703000,75005,Paris,Appartement,124,4,48.843239,2.343995,13734.0
DVF0002503,2023-04-26,333000,75005,Paris,Maison,23,1,48.841833,2.356785,14478.0
DVF0002504,2023-08-11,961000,75005,Paris,Appartement,61,2,48.849251,2.357744,15754.0
DVF0002505,2023-03-03,1170000,75005,Paris,Appartement,77,2,48.842252,2.354117,15195.0
DVF0002506,2023-04-14,552000,75005,Paris,Appartement,49,1,48.848252,2.356152,11265.0
DVF0002507,2023-09-06,539000,75005,Paris,Appartement,42,1,48.841133,2.350267,12833.0
DVF0002508,2023-08-04,699000,75005,Paris,Appartement,60,2,48.84129,2.34862,11650.0
DVF0002509,2023-04-14,1129000,75005,Paris,Appartement,102,3,48.848605,2.346155,11069.0
DVF0002510,2023-06-17,937000,75005,Paris,Appartement,79,2,48.849628,2.351112,11861.0
DVF0002511,2023-02-14,617000,75005,Paris,Maison,43,1,48.841477,2.345369,14349.0
DVF0002512,2023-02-24,781000,75005,Paris,Appartement,57,2,48.847262,2.348181,13702.0
DVF0002513,2023-12-04,1445000,75005,Paris,Appartement,122,4,48.844781,2.351035,11844.0
DVF0002514,2023-04-16,1573000,75005,Paris,Appartement,124,4,48.84662,2.355116,12685.0
DVF0002515,2023-10-05,410000,75005,Paris,Appartement,26,1,48.846302,2.351946,15769.0
DVF0002516,2023-05-28,1204000,75005,Paris,Maison,85,3,48.840841,2.345144,14165.0
DVF0002517,2023-01-02,867000,75005,Paris,Appartement,65,2,48.842332,2.346793,13338.0
DVF0002518,2023-04-05,966000,75005,Paris,Appartement,64,2,48.84815,2.345977,15094.0
DVF0002519,2023-11-07,759000,75005,Paris,Appartement,48,1,48.848974,2.356744,15812.0
DVF0002520,2023-06-19,562000,75005,Paris,Appartement,43,1,48.847429,2.346548,13070.0
DVF0002521,2023-03-02,1226000,75005,Paris,Appartement,84,3,48.847809,2.357501,14595.0
DVF0002522,2023-03-05,992000,75005,Paris,Appartement,82,2,48.848803,2.350772,12098.0
DVF0002523,2023-06-23,738000,75005,Paris,Appartement,64,2,48.842528,2.356379,11531.0
DVF0002524,2023-01-14,455000,75005,Paris,Appartement,36,1,48.843242,2.346559,12639.0
DVF0002525,2023-04-27,610000,75005,Paris,Appartement,41,1,48.84548,2.350234,14878.0
DVF0002526,2023-03-25,518000,75005,Paris,Appartement,38,1,48.841052,2.344121,13632.0
DVF0002527,2023-11-24,559000,75005,Paris,Appartement,39,1,48.841088,2.34798,14333.0
DVF0002528,2023-12-17,956000,75005,Paris,Appartement,81,2,48.842818,2.357018,11802.0
DVF0002529,2023-05-03,1273000,75005,Paris,Appartement,87,3,48.847641,2.349286,14632.0
DVF0002530,2023-02-14,986000,75005,Paris,Appartement,82,2,48.846042,2.350815,12024.0
DVF0002531,2023-07-27,1526000,75005,Paris,Appartement,97,3,48.851837,2.349306,15732.0
DVF0002532,2023-03-03,662000,75005,Paris,Maison,41,1,48.847044,2.355059,16146.0
DVF0002533,2023-05-10,509000,75005,Paris,Appartement,41,1,48.848072,2.349974,12415.0
DVF0002534,2023-04-23,922000,75005,Paris,Appartement,66,2,48.842897,2.349636,13970.0
DVF0002535,2023-04-05,948000,75005,Paris,Appartement,80,2,48.850358,2.349195,11850.0
DVF0002536,2023-05-07,361000,75005,Paris,Appartement,23,1,48.84963,2.353117,15696.0
DVF0002537,2023-12-11,1002000,75005,Paris,Maison,63,2,48.843399,2.345918,15905.0
DVF0002538,2023-09-24,1190000,75005,Paris,Appartement,76,2,48.846116,2.357609,15658.0
DVF0002539,2023-07-05,614000,75005,Paris,Maison,39,1,48.847874,2.353941,15744.0
DVF0002540,2023-11-13,656000,75005,Paris,Maison,42,1,48.843364,2.346614,15619.0
DVF0002541,2023-05-15,1264000,75005,Paris,Appartement,87,3,48.851889,2.346413,14529.0
DVF0002542,2023-04-09,499000,75005,Paris,Appartement,41,1,48.851591,2.357091,12171.0
DVF0002543,2023-06-28,708000,75005,Paris,Appartement,62,2,48.848222,2.350793,11419.0
DVF0002544,2023-12-13,959000,75005,Paris,Appartement,63,2,48.851194,2.351692,15222.0
DVF0002545,2023-12-24,1168000,75005,Paris,Appartement,90,3,48.84977,2.347556,12978.0
DVF0002546,2023-04-14,720000,75005,Paris,Appartement,60,2,48.844649,2.350411,12000.0
DVF0002547,2023-09-13,757000,75005,Paris,Appartement,52,1,48.851747,2.34469,14558.0
DVF0002548,2023-05-12,333000,75005,Paris,Appartement,28,1,48.840466,2.353568,11893.0
DVF0002549,2023-05-17,1713000,75005,Paris,Appartement,110,3,48.84125,2.348584,15573.0
DVF0002550,2023-06-19,579000,75005,Paris,Appartement,39,1,48.844775,2.348029,14846.0
DVF0002551,2023-08-28,1012000,75005,Paris,Appartement,83,2,48.85197,2.345714,12193.0
DVF0002552,2023-03-13,952000,75005,Paris,Appartement,82,2,48.84167,2.355191,11610.0
DVF0002553,2023-10-07,1717000,75005,Paris,Appartement,121,4,48.843174,2.356362,14190.0
DVF0002554,2023-05-07,605000,75005,Paris,Maison,43,1,48.848821,2.344582,14070.0
DVF0002555,2023-02-22,888000,75005,Paris,Appartement,67,2,48.851044,2.34422,13254.0
DVF0002556,2023-06-06,670000,75005,Paris,Appartement,43,1,48.841905,2.345483,15581.0
DVF0002557,2023-09-09,882000,75005,Paris,Appartement,57,2,48.84402,2.346728,15474.0
DVF0002558,2023-07-17,938000,75005,Paris,Appartement,61,2,48.84977,2.347437,15377.0
DVF0002559,2023-02-16,1345000,75005,Paris,Appartement,100,3,48.842528,2.357308,13450.0
DVF0002560,2023-06-24,557000,75005,Paris,Appartement,41,1,48.850044,2.346916,13585.0
DVF0002561,2023-11-11,446000,75005,Paris,Appartement,34,1,48.845081,2.34653,13118.0
DVF0002562,2023-01-25,1530000,75005,Paris,Appartement,108,3,48.847752,2.3488,14167.0
DVF0002563,2023-06-11,1293000,75005,Paris,Appartement,114,4,48.847989,2.353016,11342.0
DVF0002564,2023-11-06,1338000,75005,Paris,Appartement,100,3,48.848954,2.34472,13380.0
DVF0002565,2023-02-14,1156000,75005,Paris,Appartement,74,2,48.840518,2.348016,15622.0
DVF0002566,2023-04-25,1687000,75005,Paris,Maison,102,3,48.844976,2.355086,16539.0
DVF0002567,2023-04-04,1776000,75005,Paris,Appartement,115,4,48.842577,2.352514,15443.0
DVF0002568,2023-12-01,827000,75005,Paris,Appartement,64,2,48.847411,2.346411,12922.0
DVF0002569,2023-12-12,1207000,75005,Paris,Appartement,95,3,48.851796,2.348731,12705.0
DVF0002570,2023-03-06,1401000,75005,Paris,Maison,81,2,48.842009,2.353505,17296.0
DVF0002571,2023-09-20,801000,75005,Paris,Appartement,67,2,48.847495,2.34382,11955.0
DVF0002572,2023-04-26,1129000,75005,Paris,Appartement,75,2,48.844448,2.345609,15053.0
DVF0002573,2023-08-13,976000,75005,Paris,Appartement,62,2,48.8413,2.344485,15742.0
DVF0002574,2023-08-26,883000,75005,Paris,Maison,61,2,48.851715,2.354503,14475.0
DVF0002575,2023-08-04,529000,75005,Paris,Appartement,46,1,48.842072,2.345197,11500.0
DVF0002576,2023-11-18,895000,75005,Paris,Appartement,57,2,48.847785,2.34636,15702.0
DVF0002577,2023-07-23,1134000,75005,Paris,Appartement,75,2,48.849345,2.351278,15120.0
DVF0002578,2023-05-05,908000,75005,Paris,Appartement,72,2,48.841942,2.357515,12611.0
DVF0002579,2023-03-23,1602000,75005,Paris,Maison,122,4,48.8463,2.352686,13131.0
DVF0002580,2023-09-22,577000,75005,Paris,Appartement,49,1,48.850497,2.351725,11776.0
DVF0002581,2023-03-06,1706000,75005,Paris,Appartement,121,4,48.849011,2.348752,14099.0
DVF0002582,2023-06-07,1193000,75005,Paris,Appartement,85,3,48.844659,2.34449,14035.0
DVF0002583,2023-04-03,1336000,75005,Paris,Appartement,100,3,48.850461,2.345406,13360.0
DVF0002584,2023-02-27,966000,75005,Paris,Appartement,72,2,48.843036,2.350598,13417.0
DVF0002585,2023-11-18,1729000,75005,Paris,Appartement,117,4,48.844088,2.34399,14778.0
DVF0002586,2023-11-02,1034000,75005,Paris,Appartement,87,3,48.846305,2.347816,11885.0
DVF0002587,2023-06-13,1306000,75005,Paris,Appartement,98,3,48.840959,2.354027,13327.0
DVF0002588,2023-02-26,502000,75005,Paris,Appartement,41,1,48.842291,2.352567,12244.0
DVF0002589,2023-02-03,610000,75005,Paris,Appartement,42,1,48.846995,2.356656,14524.0
DVF0002590,2023-11-03,731000,75005,Paris,Appartement,53,1,48.847115,2.349064,13792.0
DVF0002591,2023-06-26,889000,75005,Paris,Maison,58,2,48.842418,2.35048,15328.0
DVF0002592,2023-03-22,284000,75005,Paris,Appartement,24,1,48.840379,2.352518,11833.0
DVF0002593,2023-03-10,327000,75005,Paris,Appartement,23,1,48.841079,2.346625,14217.0
DVF0002594,2023-07-15,968000,75005,Paris,Appartement,62,2,48.846584,2.352862,15613.0
DVF0002595,2023-02-06,1574000,75005,Paris,Appartement,118,4,48.845316,2.356305,13339.0
DVF0002596,2023-03-15,1255000,75005,Paris,Appartement,85,3,48.848024,2.353249,14765.0
DVF0002597,2023-09-20,1099000,75005,Paris,Appartement,70,2,48.845902,2.351426,15700.0
DVF0002598,2023-11-19,1872000,75005,Paris,Appartement,120,4,48.851001,2.353576,15600.0
DVF0002599,2023-07-11,887000,75005,Paris,Appartement,63,2,48.843905,2.344232,14079.0
DVF0002600,2023-03-08,1455000,75005,Paris,Appartement,103,3,48.841696,2.34444,14126.0
DVF0002601,2023-06-16,468000,75005,Paris,Appartement,42,1,48.849891,2.347612,11143.0
DVF0002602,2023-08-01,1240000,75005,Paris,Appartement,80,2,48.848732,2.343817,15500.0
DVF0002603,2023-09-22,964000,75005,Paris,Appartement,77,2,48.84935,2.35075,12519.0
DVF0002604,2023-02-14,1148000,75005,Paris,Appartement,74,2,48.849995,2.349199,15514.0
DVF0002605,2023-06-02,1498000,75005,Paris,Appartement,122,4,48.840477,2.34722,12279.0
DVF0002606,2023-12-13,751000,75005,Paris,Appartement,67,2,48.851901,2.351711,11209.0
DVF0002607,2023-11-19,624000,75005,Paris,Appartement,54,1,48.848001,2.345723,11556.0
DVF0002608,2023-06-19,530000,75005,Paris,Appartement,47,1,48.845791,2.343911,11277.0
DVF0002609,2023-07-22,508000,75005,Paris,Appartement,43,1,48.842676,2.347996,11814.0
DVF0002610,2023-10-28,1213000,75005,Paris,Maison,70,2,48.846915,2.351779,17329.0
DVF0002611,2023-11-14,645000,75005,Paris,Appartement,52,1,48.843176,2.357413,12404.0
DVF0002612,2023-05-26,1115000,75005,Paris,Appartement,89,3,48.841076,2.356354,12528.0
DVF0002613,2023-04-25,1005000,75005,Paris,Appartement,72,2,48.84749,2.355473,13958.0
DVF0002614,2023-04-19,711000,75005,Paris,Maison,48,1,48.850771,2.356079,14812.0
DVF0002615,2023-12-18,1449000,75005,Paris,Appartement,96,3,48.842256,2.346943,15094.0
DVF0002616,2023-08-24,782000,75005,Paris,Appartement,56,2,48.851422,2.357637,13964.0
DVF0002617,2023-10-28,1179000,75005,Paris,Appartement,77,2,48.851405,2.345197,15312.0
DVF0002618,2023-08-05,1472000,75005,Paris,Appartement,100,3,48.840934,2.346227,14720.0
DVF0002619,2023-09-12,555000,75005,Paris,Appartement,44,1,48.842513,2.352624,12614.0
DVF0002620,2023-03-28,760000,75005,Paris,Appartement,51,1,48.849533,2.344322,14902.0
DVF0002621,2023-05-13,643000,75005,Paris,Appartement,49,1,48.851347,2.345877,13122.0
DVF0002622,2023-12-28,424000,75005,Paris,Appartement,38,1,48.844469,2.345709,11158.0
DVF0002623,2023-07-28,1303000,75005,Paris,Appartement,103,3,48.844475,2.353698,12650.0
DVF0002624,2023-08-01,985000,75005,Paris,Appartement,70,2,48.846865,2.349823,14071.0
DVF0002625,2023-05-23,1218000,75005,Paris,Appartement,78,2,48.844526,2.347977,15615.0
DVF0002626,2023-02-08,605000,75005,Paris,Appartement,50,1,48.851415,2.35151,12100.0
DVF0002627,2023-07-06,548000,75005,Paris,Appartement,46,1,48.851393,2.354172,11913.0
DVF0002628,2023-03-09,623000,75005,Paris,Appartement,47,1,48.845079,2.352984,13255.0
DVF0002629,2023-07-17,971000,75005,Paris,Appartement,67,2,48.849097,2.353247,14493.0
DVF0002630,2023-01-18,1582000,75005,Paris,Appartement,105,3,48.849698,2.35764,15067.0
DVF0002631,2023-05-13,961000,75005,Paris,Appartement,82,2,48.849239,2.35723,11720.0
DVF0002632,2023-08-15,1204000,75005,Paris,Appartement,85,3,48.850871,2.344702,14165.0
DVF0002633,2023-01-05,619000,75005,Paris,Appartement,41,1,48.842941,2.354915,15098.0
DVF0002634,2023-10-09,614000,75005,Paris,Appartement,41,1,48.845265,2.348537,14976.0
DVF0002635,2023-03-07,1028000,75005,Paris,Appartement,70,2,48.842613,2.351084,14686.0
DVF0002636,2023-03-11,760000,75005,Paris,Appartement,65,2,48.845015,2.357681,11692.0
DVF0002637,2023-05-14,484000,75005,Paris,Appartement,40,1,48.845821,2.344748,12100.0
DVF0002638,2023-06-27,1498000,75005,Paris,Appartement,101,3,48.840328,2.355783,14832.0
DVF0002639,2023-06-08,954000,75005,Paris,Appartement,75,2,48.850984,2.344593,12720.0
DVF0002640,2023-03-08,582000,75005,Paris,Appartement,51,1,48.849017,2.351586,11412.0
DVF0002641,2023-05-23,614000,75005,Paris,Appartement,55,1,48.851215,2.354894,11164.0
DVF0002642,2023-10-26,648000,75005,Paris,Appartement,57,2,48.849097,2.357792,11368.0
DVF0002643,2023-03-22,733000,75005,Paris,Appartement,62,2,48.849765,2.347897,11823.0
DVF0002644,2023-07-27,702000,75005,Paris,Maison,41,1,48.843307,2.356163,17122.0
DVF0002645,2023-08-21,1868000,75005,Paris,Appartement,124,4,48.847833,2.350733,15065.0
DVF0002646,2023-10-28,490000,75005,Paris,Appartement,33,1,48.842395,2.347492,14848.0
DVF0002647,2023-08-05,1091000,75005,Paris,Appartement,80,2,48.849663,2.350368,13638.0
DVF0002648,2023-03-11,1089000,75005,Paris,Appartement,96,3,48.847386,2.355037,11344.0
DVF0002649,2023-09-10,802000,75005,Paris,Appartement,62,2,48.848751,2.356608,12935.0
DVF0002650,2023-11-07,1392000,75005,Paris,Appartement,104,3,48.845616,2.354572,13385.0
DVF0002651,2023-01-04,286000,75005,Paris,Appartement,25,1,48.846571,2.357324,11440.0
DVF0002652,2023-07-26,891000,75005,Paris,Appartement,62,2,48.851219,2.352399,14371.0
DVF0002653,2023-08-10,699000,75005,Paris,Appartement,62,2,48.848523,2.354971,11274.0
DVF0002654,2023-10-20,762000,75005,Paris,Maison,59,2,48.843222,2.348769,12915.0
DVF0002655,2023-08-04,1518000,75005,Paris,Appartement,103,3,48.842272,2.345789,14738.0
DVF0002656,2023-09-15,1127000,75005,Paris,Appartement,92,3,48.842381,2.3441,12250.0
DVF0002657,2023-07-22,308000,75005,Paris,Appartement,24,1,48.844046,2.355153,12833.0
DVF0002658,2023-04-24,941000,75005,Paris,Appartement,60,2,48.849031,2.353493,15683.0
DVF0002659,2023-08-27,1321000,75005,Paris,Appartement,106,3,48.840422,2.350831,12462.0
DVF0002660,2023-01-09,1178000,75005,Paris,Appartement,76,2,48.845775,2.355062,15500.0
DVF0002661,2023-09-22,913000,75005,Paris,Appartement,71,2,48.844392,2.352369,12859.0
DVF0002662,2023-05-20,1136000,75005,Paris,Appartement,86,3,48.848624,2.346343,13209.0
DVF0002663,2023-10-24,953000,75005,Paris,Appartement,61,2,48.843998,2.347064,15623.0
DVF0002664,2023-03-12,1116000,75005,Paris,Appartement,75,2,48.847007,2.344046,14880.0
DVF0002665,2023-10-05,595000,75005,Paris,Appartement,52,1,48.840533,2.348964,11442.0
DVF0002666,2023-02-11,559000,75005,Paris,Appartement,45,1,48.851289,2.357171,12422.0
DVF0002667,2023-06-25,361000,75005,Paris,Appartement,26,1,48.848178,2.351942,13885.0
DVF0002668,2023-03-21,973000,75005,Paris,Appartement,67,2,48.845103,2.355373,14522.0
DVF0002669,2023-07-13,1203000,75005,Paris,Appartement,101,3,48.841112,2.353085,11911.0
DVF0002670,2023-02-07,822000,75005,Paris,Appartement,60,2,48.842657,2.345298,13700.0
DVF0002671,2023-10-18,1170000,75005,Paris,Appartement,104,3,48.85042,2.346942,11250.0
DVF0002672,2023-03-04,938000,75005,Paris,Appartement,82,2,48.851597,2.346221,11439.0
DVF0002673,2024-02-23,1087000,75005,Paris,Appartement,69,2,48.84467,2.345951,15754.0
DVF0002674,2024-05-01,1179000,75005,Paris,Appartement,73,2,48.841448,2.35196,16151.0
DVF0002675,2024-05-10,785000,75005,Paris,Appartement,68,2,48.849201,2.35552,11544.0
DVF0002676,2024-09-16,982000,75005,Paris,Appartement,81,2,48.845507,2.351142,12123.0
DVF0002677,2024-07-21,1056000,75005,Paris,Appartement,70,2,48.845021,2.35704,15086.0
DVF0002678,2024-07-24,1054000,75005,Paris,Appartement,89,3,48.841752,2.347947,11843.0
DVF0002679,2024-03-06,618000,75005,Paris,Appartement,39,1,48.841101,2.346362,15846.0
DVF0002680,2024-05-18,265000,75005,Paris,Appartement,22,1,48.842803,2.357416,12045.0
DVF0002681,2024-10-25,1815000,75005,Paris,Appartement,115,4,48.850542,2.355922,15783.0
DVF0002682,2024-07-19,904000,75005,Paris,Appartement,59,2,48.847513,2.357475,15322.0
DVF0002683,2024-09-23,1187000,75005,Paris,Appartement,82,2,48.84259,2.354095,14476.0
DVF0002684,2024-01-24,1160000,75005,Paris,Appartement,87,3,48.848458,2.346153,13333.0
DVF0002685,2024-03-18,489000,75005,Paris,Appartement,40,1,48.84424,2.351416,12225.0
DVF0002686,2024-06-26,330000,75005,Paris,Appartement,23,1,48.842354,2.34722,14348.0
DVF0002687,2024-06-18,754000,75005,Paris,Appartement,67,2,48.848469,2.356749,11254.0
DVF0002688,2024-10-02,891000,75005,Paris,Appartement,59,2,48.840916,2.349374,15102.0
